,p_spot,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_bike_type,p_name,p_number,p_lng,p_bike
2349,True,0,23/01/2019 12:17,51063,start,113551,2,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2350,True,0,23/01/2019 12:34,51063,end,50388,3,51.50824498,4,Stadthaus,7324,7.468782663,False
2351,True,0,23/01/2019 13:56,51063,start,50388,2,51.50824498,4,Stadthaus,7324,7.468782663,False
2352,True,0,23/01/2019 14:19,51063,end,113551,3,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2353,True,0,23/01/2019 23:59,51063,last,113551,5,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2354,True,0,23/01/2019 00:00,53393,first,122697,3,51.49903891,14,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2355,True,0,23/01/2019 07:34,53393,start,122697,3,51.49903891,14,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2356,True,0,23/01/2019 07:53,53393,end,113572,1,51.48932661,14,Otto-Hahn-Str.,7361,7.405723929,False
2357,True,0,23/01/2019 11:55,53393,start,113572,1,51.48932661,14,Otto-Hahn-Str.,7361,7.405723929,False
2358,True,0,23/01/2019 12:34,53393,end,50375,3,51.51402865,14,Schwanenwall,7311,7.472570285,False
2359,True,0,23/01/2019 13:14,53393,start,50375,3,51.51402865,14,Schwanenwall,7311,7.472570285,False
2360,True,0,23/01/2019 22:55,53393,end,195049,5,51.51283563,14,Am Kaiserbrunnen,7342,7.482258081,False
2361,True,0,23/01/2019 23:59,53393,last,195049,5,51.51283563,14,Am Kaiserbrunnen,7342,7.482258081,False
2362,True,0,23/01/2019 00:00,53473,first,50384,4,51.51511535,15,Platz von Netanya,7320,7.464033349,False
2363,True,0,23/01/2019 23:59,53473,last,50384,3,51.51511535,15,Platz von Netanya,7320,7.464033349,False
2364,True,0,23/01/2019 00:00,52031,first,50376,5,51.51260861,4,Hansastr.,7312,7.463482618,False
2365,True,0,23/01/2019 23:59,52031,last,50376,4,51.51260861,4,Hansastr.,7312,7.463482618,False
2366,True,0,23/01/2019 00:00,53950,first,113575,1,51.49798361,14,Germania/S-Bahnhof,7363,7.361505032,False
2367,True,0,23/01/2019 23:59,53950,last,113575,1,51.49798361,14,Germania/S-Bahnhof,7363,7.361505032,False
2368,True,0,23/01/2019 21:32,51138,first,113570,3,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2369,True,0,23/01/2019 21:49,51138,start,113570,2,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2370,True,0,23/01/2019 22:03,51138,end,50366,5,51.51290908,4,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2371,True,0,23/01/2019 23:59,51138,last,50366,5,51.51290908,4,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2372,True,0,23/01/2019 00:00,50563,first,113551,5,51.52395144,5,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2373,True,0,23/01/2019 07:53,50563,start,113551,5,51.52395144,5,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2374,True,0,23/01/2019 08:20,50563,end,195049,4,51.51283563,5,Am Kaiserbrunnen,7342,7.482258081,False
2375,True,0,23/01/2019 18:03,50563,last,195049,5,51.51283563,5,Am Kaiserbrunnen,7342,7.482258081,False
2376,True,0,23/01/2019 00:00,53940,first,50384,4,51.51511535,14,Platz von Netanya,7320,7.464033349,False
2377,True,0,23/01/2019 23:59,53940,last,50384,3,51.51511535,14,Platz von Netanya,7320,7.464033349,False
2378,True,0,23/01/2019 00:00,50873,first,1073051,1,51.48178379,5,Nortkirchenstraï¿½ï¿½ï¿,7334,7.481153011,False
2379,True,0,23/01/2019 13:06,50873,start,1073051,1,51.48178379,5,Nortkirchenstraï¿½ï¿½ï¿,7334,7.481153011,False
2380,True,0,23/01/2019 13:11,50873,end,1073064,5,51.484598,5,Rombergpark,7335,7.470619,False
2381,True,0,23/01/2019 23:59,50873,last,1073064,5,51.484598,5,Rombergpark,7335,7.470619,False
2382,True,0,23/01/2019 00:00,53273,first,113561,2,51.50631176,14,Hainallee / Sï¿½ï¿½,7351,7.470531464,False
2383,True,0,23/01/2019 06:45,53273,start,113561,2,51.50631176,14,Hainallee / Sï¿½ï¿½,7351,7.470531464,False
2384,True,0,23/01/2019 06:59,53273,end,50370,5,51.51715543,14,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2385,True,0,23/01/2019 07:23,53273,start,50370,5,51.51715543,14,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2386,True,0,23/01/2019 07:31,53273,end,113557,5,51.51623408,14,Gerichtsplatz,7349,7.477397919,False
2387,True,0,23/01/2019 23:59,53273,last,113557,3,51.51623408,14,Gerichtsplatz,7349,7.477397919,False
2388,True,0,23/01/2019 00:00,53187,first,50386,4,51.50899431,14,Stï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7322,7.457513324,False
2389,True,0,23/01/2019 23:59,53187,last,50386,3,51.50899431,14,Stï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7322,7.457513324,False
2390,True,0,23/01/2019 00:00,52259,first,6260044,4,51.49229596,5,TU Dortmund Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿,7368,7.412729859,False
2391,True,0,23/01/2019 13:54,52259,start,6260044,5,51.49229596,5,TU Dortmund Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿,7368,7.412729859,False
2392,True,0,23/01/2019 14:05,52259,end,50366,5,51.51290908,5,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2393,True,0,23/01/2019 23:59,52259,last,50366,5,51.51290908,5,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2394,True,0,23/01/2019 00:00,52891,first,113550,4,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2395,True,0,23/01/2019 13:51,52891,start,113550,4,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2396,True,0,23/01/2019 13:57,52891,end,113550,4,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2397,True,0,23/01/2019 15:58,52891,last,113550,5,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2398,True,0,23/01/2019 00:00,52008,first,50373,3,51.51536443,4,Kampstr. / Freistuhl,7309,7.462082016,False
2399,True,0,23/01/2019 23:59,52008,last,50373,4,51.51536443,4,Kampstr. / Freistuhl,7309,7.462082016,False
2400,True,0,23/01/2019 00:00,51018,first,117829,4,51.51078241,5,Heiliger Weg / Kronprinzenstr.,7354,7.474034429,False
2401,True,0,23/01/2019 23:59,51018,last,117829,5,51.51078241,5,Heiliger Weg / Kronprinzenstr.,7354,7.474034429,False
2402,True,0,23/01/2019 00:00,52045,first,113561,2,51.50631176,0,Hainallee / Sï¿½ï¿½,7351,7.470531464,False
2403,True,0,23/01/2019 08:01,52045,start,113561,1,51.50631176,0,Hainallee / Sï¿½ï¿½,7351,7.470531464,False
2404,True,0,23/01/2019 08:24,52045,end,6260019,2,51.49396593,0,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2405,True,0,23/01/2019 19:05,52045,start,6260019,3,51.49396593,0,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2406,True,0,23/01/2019 19:18,52045,end,50366,5,51.51290908,0,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2407,True,0,23/01/2019 23:59,52045,last,50366,5,51.51290908,0,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2408,True,0,23/01/2019 00:00,50955,first,113557,5,51.51623408,4,Gerichtsplatz,7349,7.477397919,False
2409,True,0,23/01/2019 07:25,50955,start,113557,5,51.51623408,4,Gerichtsplatz,7349,7.477397919,False
2410,True,0,23/01/2019 12:48,50955,end,50389,5,51.50521322,4,Saarlandstr. / Hohe Str.,7325,7.459899187,False
2411,True,0,23/01/2019 23:59,50955,last,50389,5,51.50521322,4,Saarlandstr. / Hohe Str.,7325,7.459899187,False
2412,True,0,23/01/2019 00:00,52585,first,113570,5,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2413,True,0,23/01/2019 06:15,52585,start,113570,5,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2414,True,0,23/01/2019 06:34,52585,end,113570,5,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2415,True,0,23/01/2019 12:10,52585,start,113570,3,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2416,True,0,23/01/2019 12:40,52585,end,113571,3,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2417,True,0,23/01/2019 20:57,52585,start,113571,4,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2418,True,0,23/01/2019 21:05,52585,end,194704,2,51.50442186,4,Kronenburg,7326,7.475981712,False
2419,True,0,23/01/2019 23:59,52585,last,194704,2,51.50442186,4,Kronenburg,7326,7.475981712,False
2420,True,0,23/01/2019 00:00,51404,first,122697,3,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2421,True,0,23/01/2019 11:15,51404,start,122697,2,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2422,True,0,23/01/2019 11:27,51404,end,113571,2,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2423,True,0,23/01/2019 12:39,51404,last,113571,2,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2424,True,0,23/01/2019 00:00,7013,first,50388,3,51.50824498,4,Stadthaus,7324,7.468782663,False
2425,True,0,23/01/2019 17:57,7013,start,50388,1,51.50824498,4,Stadthaus,7324,7.468782663,False
2426,True,0,23/01/2019 18:10,7013,end,113559,3,51.50072532,4,Polizeiprï¿½ï¿½ï¿,7350,7.459818721,False
2427,True,0,23/01/2019 23:59,7013,last,113559,1,51.50072532,4,Polizeiprï¿½ï¿½ï¿,7350,7.459818721,False
2428,True,0,23/01/2019 00:00,52754,first,50384,4,51.51511535,4,Platz von Netanya,7320,7.464033349,False
2429,True,0,23/01/2019 20:52,52754,start,50384,4,51.51511535,4,Platz von Netanya,7320,7.464033349,False
2430,True,0,23/01/2019 21:01,52754,end,113551,4,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2431,True,0,23/01/2019 23:59,52754,last,113551,5,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2432,True,0,23/01/2019 00:00,52041,first,113551,5,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2433,True,0,23/01/2019 07:53,52041,start,113551,5,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
2434,True,0,23/01/2019 08:20,52041,end,195049,4,51.51283563,4,Am Kaiserbrunnen,7342,7.482258081,False
2435,True,0,23/01/2019 23:59,52041,last,195049,5,51.51283563,4,Am Kaiserbrunnen,7342,7.482258081,False
2436,True,0,23/01/2019 00:00,52277,first,113567,2,51.50955712,4,Ritterhausstr.,7358,7.446949482,False
2437,True,0,23/01/2019 23:59,52277,last,113567,3,51.50955712,4,Ritterhausstr.,7358,7.446949482,False
2438,True,0,23/01/2019 11:18,50441,first,50370,5,51.51715543,5,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2439,True,0,23/01/2019 13:09,50441,start,50370,5,51.51715543,5,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2440,True,0,23/01/2019 16:33,50441,end,50382,3,51.51306932,5,Unionstr.,7318,7.448886037,False
2441,True,0,23/01/2019 23:59,50441,last,50382,5,51.51306932,5,Unionstr.,7318,7.448886037,False
2442,True,0,23/01/2019 00:00,53100,first,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2443,True,0,23/01/2019 19:03,53100,start,6260019,3,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2444,True,0,23/01/2019 19:05,53100,end,6260019,3,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2445,True,0,23/01/2019 22:21,53100,start,6260019,2,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2446,True,0,23/01/2019 22:24,53100,end,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2447,True,0,23/01/2019 23:30,53100,start,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2448,True,0,23/01/2019 23:33,53100,end,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2449,True,0,23/01/2019 23:54,53100,start,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2450,True,0,23/01/2019 23:56,53100,end,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2451,True,0,23/01/2019 23:59,53100,last,6260019,1,51.49396593,4,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2452,True,0,23/01/2019 00:00,52287,first,113550,4,51.52225587,5,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2453,True,0,23/01/2019 23:59,52287,last,113550,5,51.52225587,5,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2454,True,0,23/01/2019 00:00,51087,first,50375,1,51.51402865,4,Schwanenwall,7311,7.472570285,False
2455,True,0,23/01/2019 23:59,51087,last,50375,2,51.51402865,4,Schwanenwall,7311,7.472570285,False
2456,True,0,23/01/2019 12:07,50665,first,50375,3,51.51402865,4,Schwanenwall,7311,7.472570285,False
2457,True,0,23/01/2019 14:33,50665,start,50375,2,51.51402865,4,Schwanenwall,7311,7.472570285,False
2458,True,0,23/01/2019 14:49,50665,end,50375,2,51.51402865,4,Schwanenwall,7311,7.472570285,False
2459,True,0,23/01/2019 23:59,50665,last,50375,2,51.51402865,4,Schwanenwall,7311,7.472570285,False
2460,True,0,23/01/2019 00:00,53552,first,50368,2,51.51933186,14,Cinestar,7304,7.460124493,False
2461,True,0,23/01/2019 14:47,53552,start,50368,3,51.51933186,14,Cinestar,7304,7.460124493,False
2462,True,0,23/01/2019 14:51,53552,end,113550,5,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2463,True,0,23/01/2019 23:59,53552,last,113550,5,51.52225587,14,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2464,True,0,23/01/2019 00:00,50606,first,113562,5,51.4883713,0,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2465,True,0,23/01/2019 23:59,50606,last,113562,5,51.4883713,0,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2466,True,0,23/01/2019 00:00,50232,first,50370,5,51.51715543,4,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2467,True,0,23/01/2019 10:55,50232,start,50370,5,51.51715543,4,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2468,True,0,23/01/2019 11:28,50232,end,122697,4,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2469,True,0,23/01/2019 15:56,50232,start,122697,4,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2470,True,0,23/01/2019 16:41,50232,end,113570,1,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2471,True,0,23/01/2019 21:28,50232,start,113570,3,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2472,True,0,23/01/2019 21:37,50232,end,50370,5,51.51715543,4,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2473,True,0,23/01/2019 23:59,50232,last,50370,5,51.51715543,4,Hauptbahnhof/Bahnhofsvorplatz,7306,7.459931374,False
2474,True,0,23/01/2019 00:00,51421,first,126107,1,51.50070195,4,Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½r,7366,7.483363152,False
2475,True,0,23/01/2019 19:25,51421,start,126107,1,51.50070195,4,Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½r,7366,7.483363152,False
2476,True,0,23/01/2019 20:04,51421,end,126107,2,51.50070195,4,Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½r,7366,7.483363152,False
2477,True,0,23/01/2019 23:59,51421,last,126107,3,51.50070195,4,Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½r,7366,7.483363152,False
2478,True,0,23/01/2019 00:00,53001,first,113570,5,51.50898285,5,Dortmund West/S-Bahnhof,7359,7.44051218,False
2479,True,0,23/01/2019 14:41,53001,start,113570,1,51.50898285,5,Dortmund West/S-Bahnhof,7359,7.44051218,False
2480,True,0,23/01/2019 15:09,53001,end,113570,1,51.50898285,5,Dortmund West/S-Bahnhof,7359,7.44051218,False
2481,True,0,23/01/2019 16:05,53001,last,113570,1,51.50898285,5,Dortmund West/S-Bahnhof,7359,7.44051218,False
2482,True,0,23/01/2019 00:00,52301,first,6260044,4,51.49229596,5,TU Dortmund Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿,7368,7.412729859,False
2483,True,0,23/01/2019 14:50,52301,start,6260044,2,51.49229596,5,TU Dortmund Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿,7368,7.412729859,False
2484,True,0,23/01/2019 14:53,52301,end,6260062,2,51.49172148,5,TU Dortmund Seminarraumgebï¿½ï¿½ï,7369,7.409468293,False
2485,True,0,23/01/2019 15:42,52301,start,6260062,2,51.49172148,5,TU Dortmund Seminarraumgebï¿½ï¿½ï,7369,7.409468293,False
2486,True,0,23/01/2019 16:01,52301,end,50386,3,51.50899431,5,Stï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7322,7.457513324,False
2487,True,0,23/01/2019 17:27,52301,start,50386,3,51.50899431,5,Stï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7322,7.457513324,False
2488,True,0,23/01/2019 20:10,52301,end,6260019,2,51.49396593,5,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2489,True,0,23/01/2019 22:23,52301,start,6260019,1,51.49396593,5,TU Dortmund Emil-Figge-Straï¿½ï¿½,7367,7.418008447,False
2490,True,0,23/01/2019 22:44,52301,end,50382,5,51.51306932,5,Unionstr.,7318,7.448886037,False
2491,True,0,23/01/2019 23:59,52301,last,50382,5,51.51306932,5,Unionstr.,7318,7.448886037,False
2492,True,0,23/01/2019 00:00,53946,first,50368,2,51.51933186,14,Cinestar,7304,7.460124493,False
2493,True,0,23/01/2019 23:59,53946,last,50368,3,51.51933186,14,Cinestar,7304,7.460124493,False
2494,True,0,23/01/2019 00:00,50313,first,50366,5,51.51290908,5,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2495,True,0,23/01/2019 23:59,50313,last,50366,5,51.51290908,5,Wittener Str. / Wilhelmplatz,7302,7.423313856,False
2496,True,0,23/01/2019 00:00,51115,first,50373,3,51.51536443,4,Kampstr. / Freistuhl,7309,7.462082016,False
2497,True,0,23/01/2019 23:59,51115,last,50373,4,51.51536443,4,Kampstr. / Freistuhl,7309,7.462082016,False
2498,True,0,23/01/2019 00:00,52338,first,113562,5,51.4883713,5,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2499,True,0,23/01/2019 23:59,52338,last,113562,5,51.4883713,5,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2500,True,0,23/01/2019 00:00,50651,first,50378,5,51.51311606,0,Volksbank,7314,7.467039227,False
2501,True,0,23/01/2019 23:59,50651,last,50378,5,51.51311606,0,Volksbank,7314,7.467039227,False
2502,True,0,23/01/2019 00:00,53655,first,50380,2,51.51097605,14,Stadtgarten,7316,7.464534044,False
2503,True,0,23/01/2019 09:12,53655,start,50380,2,51.51097605,14,Stadtgarten,7316,7.464534044,False
2504,True,0,23/01/2019 10:05,53655,end,50400,2,51.49324785,14,Technologiepark,7333,7.406469584,False
2505,True,0,23/01/2019 17:26,53655,start,50400,1,51.49324785,14,Technologiepark,7333,7.406469584,False
2506,True,0,23/01/2019 17:47,53655,end,113570,2,51.50898285,14,Dortmund West/S-Bahnhof,7359,7.44051218,False
2507,True,0,23/01/2019 17:53,53655,start,113570,2,51.50898285,14,Dortmund West/S-Bahnhof,7359,7.44051218,False
2508,True,0,23/01/2019 18:03,53655,end,113570,2,51.50898285,14,Dortmund West/S-Bahnhof,7359,7.44051218,False
2509,True,0,23/01/2019 21:34,53655,start,113570,3,51.50898285,14,Dortmund West/S-Bahnhof,7359,7.44051218,False
2510,True,0,23/01/2019 21:40,53655,end,50382,5,51.51306932,14,Unionstr.,7318,7.448886037,False
2511,True,0,23/01/2019 23:59,53655,last,50382,5,51.51306932,14,Unionstr.,7318,7.448886037,False
2512,True,0,23/01/2019 08:20,52270,first,195049,4,51.51283563,5,Am Kaiserbrunnen,7342,7.482258081,False
2513,True,0,23/01/2019 10:10,52270,start,195049,4,51.51283563,5,Am Kaiserbrunnen,7342,7.482258081,False
2514,True,0,23/01/2019 10:27,52270,end,7314560,4,51.506613,5,FH-Dortmund Sonnenstraï¿½,7374,7.455587,False
2515,True,0,23/01/2019 13:05,52270,start,7314560,1,51.506613,5,FH-Dortmund Sonnenstraï¿½,7374,7.455587,False
2516,True,0,23/01/2019 13:26,52270,end,50400,3,51.49324785,5,Technologiepark,7333,7.406469584,False
2517,True,0,23/01/2019 15:30,52270,start,50400,2,51.49324785,5,Technologiepark,7333,7.406469584,False
2518,True,0,23/01/2019 15:59,52270,end,113550,5,51.52225587,5,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2519,True,0,23/01/2019 23:59,52270,last,113550,5,51.52225587,5,Priorstr. / Mï¿½ï¿½ï¿½ï¿,7340,7.464609146,False
2520,True,0,23/01/2019 00:00,50682,first,50376,5,51.51260861,4,Hansastr.,7312,7.463482618,False
2521,True,0,23/01/2019 23:59,50682,last,50376,4,51.51260861,4,Hansastr.,7312,7.463482618,False
2522,True,0,23/01/2019 00:00,50058,first,113544,4,51.52001281,5,Heiligegartenstr.,7338,7.464501858,False
2523,True,0,23/01/2019 23:59,50058,last,113544,3,51.52001281,5,Heiligegartenstr.,7338,7.464501858,False
2524,True,0,23/01/2019 00:00,50190,first,50378,5,51.51311606,4,Volksbank,7314,7.467039227,False
2525,True,0,23/01/2019 23:59,50190,last,50378,5,51.51311606,4,Volksbank,7314,7.467039227,False
2526,True,0,23/01/2019 00:00,53328,first,7314581,3,51.4936954,14,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2527,True,0,23/01/2019 13:48,53328,start,7314581,5,51.4936954,14,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2528,True,0,23/01/2019 15:07,53328,end,7314581,5,51.4936954,14,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2529,True,0,23/01/2019 23:59,53328,last,7314581,3,51.4936954,14,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2530,True,0,23/01/2019 11:30,52488,first,122697,5,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2531,True,0,23/01/2019 16:34,52488,last,122697,3,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2532,True,0,23/01/2019 12:22,53641,first,118419,5,51.50067523,14,Kuithanstr.,7355,7.440834045,False
2533,True,0,23/01/2019 16:32,53641,last,118419,5,51.50067523,14,Kuithanstr.,7355,7.440834045,False
2534,True,0,23/01/2019 00:00,52548,first,113562,5,51.4883713,14,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2535,True,0,23/01/2019 23:59,52548,last,113562,5,51.4883713,14,Hï¿½ï¿½ï¿½ï¿½ï,7352,7.49909699,False
2536,True,0,23/01/2019 07:31,53119,first,113570,5,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2537,True,0,23/01/2019 12:08,53119,start,113570,5,51.50898285,4,Dortmund West/S-Bahnhof,7359,7.44051218,False
2538,True,0,23/01/2019 12:40,53119,end,113571,3,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2539,True,0,23/01/2019 23:59,53119,last,113571,3,51.50329323,4,Vinckeplatz,7360,7.455822229,False
2540,True,0,23/01/2019 00:00,53668,first,50378,5,51.51311606,14,Volksbank,7314,7.467039227,False
2541,True,0,23/01/2019 23:59,53668,last,50378,5,51.51311606,14,Volksbank,7314,7.467039227,False
2542,True,0,23/01/2019 00:00,52241,first,7314581,3,51.4936954,5,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2543,True,0,23/01/2019 23:58,52241,last,7314581,4,51.4936954,5,FH-Dortmund Emil-Figge-Straï¿½ï¿½,7375,7.420395613,False
2544,True,0,23/01/2019 00:00,10797,first,113555,5,51.49123383,0,Phoenix See / Hï¿½ï¿½ï¿½ï¿,7346,7.503458261,False
2545,True,0,23/01/2019 23:59,10797,last,113555,5,51.49123383,0,Phoenix See / Hï¿½ï¿½ï¿½ï¿,7346,7.503458261,False
2546,True,0,23/01/2019 00:00,52071,first,195049,2,51.51283563,4,Am Kaiserbrunnen,7342,7.482258081,False
2547,True,0,23/01/2019 04:29,52071,last,195049,2,51.51283563,4,Am Kaiserbrunnen,7342,7.482258081,False
2548,True,0,23/01/2019 06:47,51174,first,1073051,2,51.48178379,4,Nortkirchenstraï¿½ï¿½ï¿,7334,7.481153011,False
2549,True,0,23/01/2019 12:13,51174,start,1073051,2,51.48178379,4,Nortkirchenstraï¿½ï¿½ï¿,7334,7.481153011,False
2550,True,0,23/01/2019 12:31,51174,end,50393,2,51.49856336,4,Westfalenpark / Am Kaiserhain,7329,7.477212848,False
2551,True,0,23/01/2019 15:44,51174,start,50393,2,51.49856336,4,Westfalenpark / Am Kaiserhain,7329,7.477212848,False
2552,True,0,23/01/2019 15:51,51174,end,194704,1,51.50442186,4,Kronenburg,7326,7.475981712,False
2553,True,0,23/01/2019 23:59,51174,last,194704,2,51.50442186,4,Kronenburg,7326,7.475981712,False
2554,True,0,23/01/2019 00:00,52420,first,122697,3,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2555,True,0,23/01/2019 11:15,52420,start,122697,2,51.49903891,4,Steigenberger Hotel / Berswordtstr.,7300,7.451471686,False
2556,True,0,23/01/2019 11:42,52420,end,113565,3,51.49897212,4,Max-Ophï¿½ï¿½ï¿½ï,7357,7.452989817,False
2557,True,0,23/01/2019 14:34,52420,start,113565,1,51.49897212,4,Max-Ophï¿½ï¿½ï¿½ï,7357,7.452989817,False
2558,True,0,23/01/2019 14:47,52420,end,50368,3,51.51933186,4,Cinestar,7304,7.460124493,False
2559,True,0,23/01/2019 23:59,52420,last,50368,3,51.51933186,4,Cinestar,7304,7.460124493,False
2560,True,0,23/01/2019 00:00,5755,first,113559,4,51.50072532,4,Polizeiprï¿½ï¿½ï¿,7350,7.459818721,False
2561,True,0,23/01/2019 20:34,5755,last,113559,2,51.50072532,4,Polizeiprï¿½ï¿½ï¿,7350,7.459818721,False
2562,True,0,23/01/2019 00:00,51260,first,50367,2,51.51896468,4,Hauptbahnhof Nordausgang,7303,7.459105253,False
2563,True,0,23/01/2019 17:38,51260,start,50367,2,51.51896468,4,Hauptbahnhof Nordausgang,7303,7.459105253,False
2564,True,0,23/01/2019 18:37,51260,end,113551,4,51.52395144,4,Borsigplatz / Oesterholzstr.,7341,7.48190403,False
