,Name,Accuracy,CI_low,CI_high,Time
0,Random_Forest_Classification,0.7754138092483958,0.772378574960967,0.7784490435358246,23.857529878616333
1,Neural_Network_2hl,0.7323528601724091,0.7291327152028533,0.7355730051419649,176.65898203849792
2,KNN_Classification,0.7192982456140351,0.7160300277949654,0.7225664634331048,142.1904170513153
3,Logistic_Regression,0.7105951692417858,0.7072968100930384,0.7138935283905332,2.72782301902771
4,Mean,0.6989038530391913,0.6955673214121402,0.7022403846662425,0.0
